x,y,collections,title,image_url,date,subjects,subject_headings,locations,url
9.623563766479492188e+00,3.635532140731811523e+00,['abraham lincoln papers at the library of congress'],"Abraham Lincoln papers: Series 1. General Correspondence. 1833-1916: Edwin D. Morgan to Abraham Lincoln, Wednesday, February 13, 1861 (Lincoln's visit to New York)",https://tile.loc.gov/image-services/iiif/service:mss:mal:073:0730400:001/full/pct:6.25/0/default.jpg#h=313&w=256,1861-02-13,"[{'civil war': 'https://www.loc.gov/search/?fa=subject:civil+war&fo=json'}, {'history': 'https://www.loc.gov/search/?fa=subject:history&fo=json'}, {'manuscripts': 'https://www.loc.gov/search/?fa=subject:manuscripts&fo=json'}, {'politics and government': 'https://www.loc.gov/search/?fa=subject:politics+and+government&fo=json'}, {'presidents': 'https://www.loc.gov/search/?fa=subject:presidents&fo=json'}, {'united states': 'https://www.loc.gov/search/?fa=subject:united+states&fo=json'}]","['United States--History--Civil War, 1861-1865', 'United States--Politics and government--1861-1865', 'Presidents--United States', 'Manuscripts']",None,https://www.loc.gov/item/mal0730400/
8.910506248474121094e+00,3.753371238708496094e+00,['abraham lincoln papers at the library of congress'],"Abraham Lincoln papers: Series 1. General Correspondence. 1833-1916: John C. Fremont to Abraham Lincoln, Sunday, September 08, 1861 (Situation in Kentucky)",https://tile.loc.gov/image-services/iiif/service:mss:mal:115:1156300:001/full/pct:6.25/0/default.jpg#h=398&w=312,1861-09-08,"[{'civil war': 'https://www.loc.gov/search/?fa=subject:civil+war&fo=json'}, {'history': 'https://www.loc.gov/search/?fa=subject:history&fo=json'}, {'manuscripts': 'https://www.loc.gov/search/?fa=subject:manuscripts&fo=json'}, {'politics and government': 'https://www.loc.gov/search/?fa=subject:politics+and+government&fo=json'}, {'presidents': 'https://www.loc.gov/search/?fa=subject:presidents&fo=json'}, {'united states': 'https://www.loc.gov/search/?fa=subject:united+states&fo=json'}]","['United States--History--Civil War, 1861-1865', 'United States--Politics and government--1861-1865', 'Presidents--United States', 'Manuscripts']",None,https://www.loc.gov/item/mal1156300/
1.029164123535156250e+01,3.109933614730834961e+00,['abraham lincoln papers at the library of congress'],"Abraham Lincoln papers: Series 1. General Correspondence. 1833-1916: William S. Rosecrans to Abraham Lincoln, Tuesday, March 24, 1863 (Telegram recommending promotion of General Jefferson C. Davis)",https://tile.loc.gov/image-services/iiif/service:mss:mal:226:2263400:001/full/pct:6.25/0/default.jpg#h=386&w=308,1863-03-24,"[{'civil war': 'https://www.loc.gov/search/?fa=subject:civil+war&fo=json'}, {'history': 'https://www.loc.gov/search/?fa=subject:history&fo=json'}, {'manuscripts': 'https://www.loc.gov/search/?fa=subject:manuscripts&fo=json'}, {'politics and government': 'https://www.loc.gov/search/?fa=subject:politics+and+government&fo=json'}, {'presidents': 'https://www.loc.gov/search/?fa=subject:presidents&fo=json'}, {'united states': 'https://www.loc.gov/search/?fa=subject:united+states&fo=json'}]","['United States--History--Civil War, 1861-1865', 'United States--Politics and government--1861-1865', 'Presidents--United States', 'Manuscripts']",None,https://www.loc.gov/item/mal2263400/
8.955222129821777344e+00,3.388270139694213867e+00,['abraham lincoln papers at the library of congress'],"Abraham Lincoln papers: Series 1. General Correspondence. 1833-1916: Anson G. Henry to Salmon P. Chase, Monday, April 13, 1863 (Removal of Victor Smith)",https://tile.loc.gov/image-services/iiif/service:mss:mal:229:2296600:001/full/pct:6.25/0/default.jpg#h=388&w=312,1863-04-13,"[{'civil war': 'https://www.loc.gov/search/?fa=subject:civil+war&fo=json'}, {'history': 'https://www.loc.gov/search/?fa=subject:history&fo=json'}, {'manuscripts': 'https://www.loc.gov/search/?fa=subject:manuscripts&fo=json'}, {'politics and government': 'https://www.loc.gov/search/?fa=subject:politics+and+government&fo=json'}, {'presidents': 'https://www.loc.gov/search/?fa=subject:presidents&fo=json'}, {'united states': 'https://www.loc.gov/search/?fa=subject:united+states&fo=json'}]","['United States--History--Civil War, 1861-1865', 'United States--Politics and government--1861-1865', 'Presidents--United States', 'Manuscripts']",None,https://www.loc.gov/item/mal2296600/
9.913529396057128906e+00,3.837392568588256836e+00,['abraham lincoln papers at the library of congress'],"Abraham Lincoln papers: Series 1. General Correspondence. 1833-1916: William Radde to Abraham Lincoln, Friday, January 16, 1863 (Telegram seeking acknowledgment of letter)",https://tile.loc.gov/image-services/iiif/service:mss:mal:212:2121800:001/full/pct:6.25/0/default.jpg#h=386&w=305,1863-01-16,"[{'civil war': 'https://www.loc.gov/search/?fa=subject:civil+war&fo=json'}, {'history': 'https://www.loc.gov/search/?fa=subject:history&fo=json'}, {'manuscripts': 'https://www.loc.gov/search/?fa=subject:manuscripts&fo=json'}, {'politics and government': 'https://www.loc.gov/search/?fa=subject:politics+and+government&fo=json'}, {'presidents': 'https://www.loc.gov/search/?fa=subject:presidents&fo=json'}, {'united states': 'https://www.loc.gov/search/?fa=subject:united+states&fo=json'}]","['United States--History--Civil War, 1861-1865', 'United States--Politics and government--1861-1865', 'Presidents--United States', 'Manuscripts']",None,https://www.loc.gov/item/mal2121800/
9.270419120788574219e+00,3.868770360946655273e+00,['abraham lincoln papers at the library of congress'],"Abraham Lincoln papers: Series 1. General Correspondence. 1833-1916: John T. Nixon to Abraham Lincoln, Tuesday, January 08, 1861 (Recommends William Dayton for cabinet)",https://tile.loc.gov/image-services/iiif/service:mss:mal:059:0594500:001/full/pct:6.25/0/default.jpg#h=322&w=208,1861-01-08,"[{'civil war': 'https://www.loc.gov/search/?fa=subject:civil+war&fo=json'}, {'history': 'https://www.loc.gov/search/?fa=subject:history&fo=json'}, {'manuscripts': 'https://www.loc.gov/search/?fa=subject:manuscripts&fo=json'}, {'politics and government': 'https://www.loc.gov/search/?fa=subject:politics+and+government&fo=json'}, {'presidents': 'https://www.loc.gov/search/?fa=subject:presidents&fo=json'}, {'united states': 'https://www.loc.gov/search/?fa=subject:united+states&fo=json'}]","['United States--History--Civil War, 1861-1865', 'United States--Politics and government--1861-1865', 'Presidents--United States', 'Manuscripts']",None,https://www.loc.gov/item/mal0594500/
1.006548595428466797e+01,3.121242523193359375e+00,['abraham lincoln papers at the library of congress'],"Abraham Lincoln papers: Series 1. General Correspondence. 1833-1916: William H. Seward to Abraham Lincoln, Wednesday, August 07, 1861 (Meeting with Spanish minister)",https://tile.loc.gov/image-services/iiif/service:mss:mal:110:1107800:001/full/pct:6.25/0/default.jpg#h=276&w=179,1861-08-07,"[{'civil war': 'https://www.loc.gov/search/?fa=subject:civil+war&fo=json'}, {'history': 'https://www.loc.gov/search/?fa=subject:history&fo=json'}, {'manuscripts': 'https://www.loc.gov/search/?fa=subject:manuscripts&fo=json'}, {'politics and government': 'https://www.loc.gov/search/?fa=subject:politics+and+government&fo=json'}, {'presidents': 'https://www.loc.gov/search/?fa=subject:presidents&fo=json'}, {'united states': 'https://www.loc.gov/search/?fa=subject:united+states&fo=json'}]","['United States--History--Civil War, 1861-1865', 'United States--Politics and government--1861-1865', 'Presidents--United States', 'Manuscripts']",None,https://www.loc.gov/item/mal1107800/
9.230868339538574219e+00,3.477073431015014648e+00,['abraham lincoln papers at the library of congress'],"Abraham Lincoln papers: Series 1. General Correspondence. 1833-1916: William A. Harrison to Edward Bates, Thursday, September 12, 1861 (Indictments for treason in Virginia)",https://tile.loc.gov/image-services/iiif/service:mss:mal:116:1161700:001/full/pct:6.25/0/default.jpg#h=351&w=229,1861-09-12,"[{'civil war': 'https://www.loc.gov/search/?fa=subject:civil+war&fo=json'}, {'history': 'https://www.loc.gov/search/?fa=subject:history&fo=json'}, {'manuscripts': 'https://www.loc.gov/search/?fa=subject:manuscripts&fo=json'}, {'politics and government': 'https://www.loc.gov/search/?fa=subject:politics+and+government&fo=json'}, {'presidents': 'https://www.loc.gov/search/?fa=subject:presidents&fo=json'}, {'united states': 'https://www.loc.gov/search/?fa=subject:united+states&fo=json'}]","['United States--History--Civil War, 1861-1865', 'United States--Politics and government--1861-1865', 'Presidents--United States', 'Manuscripts']",None,https://www.loc.gov/item/mal1161700/
9.241069793701171875e+00,4.067582130432128906e+00,['abraham lincoln papers at the library of congress'],"Abraham Lincoln papers: Series 1. General Correspondence. 1833-1916: Walter Davis to Abraham Lincoln, Wednesday, July 18, 1860 (Campaign in Pennsylvania)",https://tile.loc.gov/image-services/iiif/service:mss:mal:033:0332700:001/full/pct:6.25/0/default.jpg#h=316&w=198,1860-07-18,"[{'civil war': 'https://www.loc.gov/search/?fa=subject:civil+war&fo=json'}, {'history': 'https://www.loc.gov/search/?fa=subject:history&fo=json'}, {'manuscripts': 'https://www.loc.gov/search/?fa=subject:manuscripts&fo=json'}, {'politics and government': 'https://www.loc.gov/search/?fa=subject:politics+and+government&fo=json'}, {'presidents': 'https://www.loc.gov/search/?fa=subject:presidents&fo=json'}, {'united states': 'https://www.loc.gov/search/?fa=subject:united+states&fo=json'}]","['United States--History--Civil War, 1861-1865', 'United States--Politics and government--1861-1865', 'Presidents--United States', 'Manuscripts']",None,https://www.loc.gov/item/mal0332700/
9.078128814697265625e+00,3.263940095901489258e+00,['abraham lincoln papers at the library of congress'],"Abraham Lincoln papers: Series 1. General Correspondence. 1833-1916: Hinton R. Helper to Abraham Lincoln, Friday, November 01, 1861 (Seeks office)",https://tile.loc.gov/image-services/iiif/service:mss:mal:127:1279200:001/full/pct:6.25/0/default.jpg#h=386&w=304,1861-11-01,"[{'civil war': 'https://www.loc.gov/search/?fa=subject:civil+war&fo=json'}, {'history': 'https://www.loc.gov/search/?fa=subject:history&fo=json'}, {'manuscripts': 'https://www.loc.gov/search/?fa=subject:manuscripts&fo=json'}, {'politics and government': 'https://www.loc.gov/search/?fa=subject:politics+and+government&fo=json'}, {'presidents': 'https://www.loc.gov/search/?fa=subject:presidents&fo=json'}, {'united states': 'https://www.loc.gov/search/?fa=subject:united+states&fo=json'}]","['United States--History--Civil War, 1861-1865', 'United States--Politics and government--1861-1865', 'Presidents--United States', 'Manuscripts']",None,https://www.loc.gov/item/mal1279200/
9.553657531738281250e+00,2.880813121795654297e+00,['abraham lincoln papers at the library of congress'],"Abraham Lincoln papers: Series 1. General Correspondence. 1833-1916: Nathaniel P. Banks to Abraham Lincoln, Saturday, March 28, 1863 (Introduces S.B. Holabird)",https://tile.loc.gov/image-services/iiif/service:mss:mal:226:2268900:001/full/pct:6.25/0/default.jpg#h=384&w=309,1863-03-28,"[{'civil war': 'https://www.loc.gov/search/?fa=subject:civil+war&fo=json'}, {'history': 'https://www.loc.gov/search/?fa=subject:history&fo=json'}, {'manuscripts': 'https://www.loc.gov/search/?fa=subject:manuscripts&fo=json'}, {'politics and government': 'https://www.loc.gov/search/?fa=subject:politics+and+government&fo=json'}, {'presidents': 'https://www.loc.gov/search/?fa=subject:presidents&fo=json'}, {'united states': 'https://www.loc.gov/search/?fa=subject:united+states&fo=json'}]","['United States--History--Civil War, 1861-1865', 'United States--Politics and government--1861-1865', 'Presidents--United States', 'Manuscripts']",None,https://www.loc.gov/item/mal2268900/
1.009341335296630859e+01,3.022872686386108398e+00,['abraham lincoln papers at the library of congress'],"Abraham Lincoln papers: Series 1. General Correspondence. 1833-1916: Zachariah Chandler to Abraham Lincoln, Tuesday, August 28, 1860 (Invitation)",https://tile.loc.gov/image-services/iiif/service:mss:mal:036:0361800:001/full/pct:6.25/0/default.jpg#h=382&w=297,1860-08-28,"[{'civil war': 'https://www.loc.gov/search/?fa=subject:civil+war&fo=json'}, {'history': 'https://www.loc.gov/search/?fa=subject:history&fo=json'}, {'manuscripts': 'https://www.loc.gov/search/?fa=subject:manuscripts&fo=json'}, {'politics and government': 'https://www.loc.gov/search/?fa=subject:politics+and+government&fo=json'}, {'presidents': 'https://www.loc.gov/search/?fa=subject:presidents&fo=json'}, {'united states': 'https://www.loc.gov/search/?fa=subject:united+states&fo=json'}]","['United States--History--Civil War, 1861-1865', 'United States--Politics and government--1861-1865', 'Presidents--United States', 'Manuscripts']",None,https://www.loc.gov/item/mal0361800/
9.251772880554199219e+00,3.824425220489501953e+00,['abraham lincoln papers at the library of congress'],"Abraham Lincoln papers: Series 1. General Correspondence. 1833-1916: Campbell Kinnear to Abraham Lincoln, Tuesday, January 29, 1861 (Compromise)",https://tile.loc.gov/image-services/iiif/service:mss:mal:068:0687800:001/full/pct:6.25/0/default.jpg#h=305&w=206,1861-01-29,"[{'civil war': 'https://www.loc.gov/search/?fa=subject:civil+war&fo=json'}, {'history': 'https://www.loc.gov/search/?fa=subject:history&fo=json'}, {'manuscripts': 'https://www.loc.gov/search/?fa=subject:manuscripts&fo=json'}, {'politics and government': 'https://www.loc.gov/search/?fa=subject:politics+and+government&fo=json'}, {'presidents': 'https://www.loc.gov/search/?fa=subject:presidents&fo=json'}, {'united states': 'https://www.loc.gov/search/?fa=subject:united+states&fo=json'}]","['United States--History--Civil War, 1861-1865', 'United States--Politics and government--1861-1865', 'Presidents--United States', 'Manuscripts']",None,https://www.loc.gov/item/mal0687800/
8.784752845764160156e+00,3.369398117065429688e+00,['abraham lincoln papers at the library of congress'],"Abraham Lincoln papers: Series 1. General Correspondence. 1833-1916: Winfield Scott to William H. Seward, Sunday, March 03, 1861 (Advice on how to handle secession crisis)",https://tile.loc.gov/image-services/iiif/service:mss:mal:076:0769100:001/full/pct:6.25/0/default.jpg#h=386&w=309,1861-03-03,"[{'civil war': 'https://www.loc.gov/search/?fa=subject:civil+war&fo=json'}, {'history': 'https://www.loc.gov/search/?fa=subject:history&fo=json'}, {'manuscripts': 'https://www.loc.gov/search/?fa=subject:manuscripts&fo=json'}, {'politics and government': 'https://www.loc.gov/search/?fa=subject:politics+and+government&fo=json'}, {'presidents': 'https://www.loc.gov/search/?fa=subject:presidents&fo=json'}, {'united states': 'https://www.loc.gov/search/?fa=subject:united+states&fo=json'}]","['United States--History--Civil War, 1861-1865', 'United States--Politics and government--1861-1865', 'Presidents--United States', 'Manuscripts']",None,https://www.loc.gov/item/mal0769100/
9.714354515075683594e+00,3.718544006347656250e+00,['abraham lincoln papers at the library of congress'],"Abraham Lincoln papers: Series 1. General Correspondence. 1833-1916: John T. Stuart to Abraham Lincoln, Friday, January 24, 1862 (Recommends David Davis)",https://tile.loc.gov/image-services/iiif/service:mss:mal:141:1414600:001/full/pct:6.25/0/default.jpg#h=389&w=319,1862-01-24,"[{'civil war': 'https://www.loc.gov/search/?fa=subject:civil+war&fo=json'}, {'history': 'https://www.loc.gov/search/?fa=subject:history&fo=json'}, {'manuscripts': 'https://www.loc.gov/search/?fa=subject:manuscripts&fo=json'}, {'politics and government': 'https://www.loc.gov/search/?fa=subject:politics+and+government&fo=json'}, {'presidents': 'https://www.loc.gov/search/?fa=subject:presidents&fo=json'}, {'united states': 'https://www.loc.gov/search/?fa=subject:united+states&fo=json'}]","['United States--History--Civil War, 1861-1865', 'United States--Politics and government--1861-1865', 'Presidents--United States', 'Manuscripts']",None,https://www.loc.gov/item/mal1414600/
9.463286399841308594e+00,3.784296512603759766e+00,['abraham lincoln papers at the library of congress'],"Abraham Lincoln papers: Series 1. General Correspondence. 1833-1916: Carl Schurz to Abraham Lincoln, Wednesday, January 14, 1863 (Seeks command of IX Corps)",https://tile.loc.gov/image-services/iiif/service:mss:mal:211:2118700:001/full/pct:6.25/0/default.jpg#h=386&w=306,1863-01-14,"[{'civil war': 'https://www.loc.gov/search/?fa=subject:civil+war&fo=json'}, {'history': 'https://www.loc.gov/search/?fa=subject:history&fo=json'}, {'manuscripts': 'https://www.loc.gov/search/?fa=subject:manuscripts&fo=json'}, {'politics and government': 'https://www.loc.gov/search/?fa=subject:politics+and+government&fo=json'}, {'presidents': 'https://www.loc.gov/search/?fa=subject:presidents&fo=json'}, {'united states': 'https://www.loc.gov/search/?fa=subject:united+states&fo=json'}]","['United States--History--Civil War, 1861-1865', 'United States--Politics and government--1861-1865', 'Presidents--United States', 'Manuscripts']",None,https://www.loc.gov/item/mal2118700/
9.288387298583984375e+00,3.316291332244873047e+00,['abraham lincoln papers at the library of congress'],"Abraham Lincoln papers: Series 1. General Correspondence. 1833-1916: Thomas Reynolds to Abraham Lincoln, Tuesday, January 29, 1861 (Invites Lincoln to ride the Great Western Railway; endorsed by Lincoln on cover)",https://tile.loc.gov/image-services/iiif/service:mss:mal:068:0687100:001/full/pct:6.25/0/default.jpg#h=384&w=311,1861-01-29,"[{'civil war': 'https://www.loc.gov/search/?fa=subject:civil+war&fo=json'}, {'history': 'https://www.loc.gov/search/?fa=subject:history&fo=json'}, {'manuscripts': 'https://www.loc.gov/search/?fa=subject:manuscripts&fo=json'}, {'politics and government': 'https://www.loc.gov/search/?fa=subject:politics+and+government&fo=json'}, {'presidents': 'https://www.loc.gov/search/?fa=subject:presidents&fo=json'}, {'united states': 'https://www.loc.gov/search/?fa=subject:united+states&fo=json'}]","['United States--History--Civil War, 1861-1865', 'United States--Politics and government--1861-1865', 'Presidents--United States', 'Manuscripts']",None,https://www.loc.gov/item/mal0687100/
1.035052299499511719e+01,3.489704132080078125e+00,['abraham lincoln papers at the library of congress'],"Abraham Lincoln papers: Series 1. General Correspondence. 1833-1916: William S. Frinke to Abraham Lincoln, Tuesday, November 30, 1858",https://tile.loc.gov/image-services/iiif/service:mss:mal:015:0150400:001/full/pct:6.25/0/default.jpg#h=323&w=205,1858-11-30,"[{'civil war': 'https://www.loc.gov/search/?fa=subject:civil+war&fo=json'}, {'history': 'https://www.loc.gov/search/?fa=subject:history&fo=json'}, {'manuscripts': 'https://www.loc.gov/search/?fa=subject:manuscripts&fo=json'}, {'politics and government': 'https://www.loc.gov/search/?fa=subject:politics+and+government&fo=json'}, {'presidents': 'https://www.loc.gov/search/?fa=subject:presidents&fo=json'}, {'united states': 'https://www.loc.gov/search/?fa=subject:united+states&fo=json'}]","['United States--History--Civil War, 1861-1865', 'United States--Politics and government--1861-1865', 'Presidents--United States', 'Manuscripts']",None,https://www.loc.gov/item/mal0150400/
